iso_code,country,date,owid_weekly_excess_mortality_p_score
NZL,New Zealand,2020-02-09,3.7
NZL,New Zealand,2020-02-16,11.93
NZL,New Zealand,2020-02-23,9.18
NZL,New Zealand,2020-03-01,3.05
NZL,New Zealand,2020-03-08,5.96
NZL,New Zealand,2020-03-15,2.04
NZL,New Zealand,2020-03-22,6.11
NZL,New Zealand,2020-03-29,3.23
NZL,New Zealand,2020-04-05,6.22
NZL,New Zealand,2020-04-12,11.11
NZL,New Zealand,2020-04-19,7.79
NZL,New Zealand,2020-04-26,4.19
NZL,New Zealand,2020-05-03,-8.18
NZL,New Zealand,2020-05-10,-0.41
NZL,New Zealand,2020-05-17,0.75
NZL,New Zealand,2020-05-24,-4.46
NZL,New Zealand,2020-05-31,-8.82
NZL,New Zealand,2020-06-07,-6.96
NZL,New Zealand,2020-06-14,-3.54
NZL,New Zealand,2020-06-21,-6.14
NZL,New Zealand,2020-06-28,-7.99
NZL,New Zealand,2020-07-05,-9.38
NZL,New Zealand,2020-07-12,-12.48
NZL,New Zealand,2020-07-19,-3.61
NZL,New Zealand,2020-07-26,-6.36
NZL,New Zealand,2020-08-02,-7.85
NZL,New Zealand,2020-08-09,-12.64
NZL,New Zealand,2020-08-16,-11.55
NZL,New Zealand,2020-08-23,-4.57
NZL,New Zealand,2020-08-30,-12.59
NZL,New Zealand,2020-09-06,-5.01
NZL,New Zealand,2020-09-13,-8.52
NZL,New Zealand,2020-09-20,-10.35
NZL,New Zealand,2020-09-27,-5.56
NZL,New Zealand,2020-10-04,1.24
NZL,New Zealand,2020-10-11,-7.1
NZL,New Zealand,2020-10-18,0.0
NZL,New Zealand,2020-10-25,12.14
NZL,New Zealand,2020-11-01,-5.82
NZL,New Zealand,2020-11-08,3.08
NZL,New Zealand,2020-11-15,-0.31
NZL,New Zealand,2020-11-22,-0.07
NZL,New Zealand,2020-11-29,10.13
NZL,New Zealand,2020-12-06,11.28
NZL,New Zealand,2020-12-13,6.23
NZL,New Zealand,2020-12-20,14.53
NZL,New Zealand,2020-12-27,6.05
NZL,New Zealand,2021-01-03,13.73
NZL,New Zealand,2021-01-10,15.91
NZL,New Zealand,2021-01-17,2.38
POL,Poland,2020-01-05,-0.71
POL,Poland,2020-01-12,-3.2
POL,Poland,2020-01-19,-5.66
POL,Poland,2020-01-26,-6.96
POL,Poland,2020-02-02,-3.48
POL,Poland,2020-02-09,-5.42
POL,Poland,2020-02-16,-2.89
POL,Poland,2020-02-23,-3.63
POL,Poland,2020-03-01,-3.63
POL,Poland,2020-03-08,-3.09
POL,Poland,2020-03-15,-0.04
POL,Poland,2020-03-22,0.54
POL,Poland,2020-03-29,-0.01
POL,Poland,2020-04-05,0.39
POL,Poland,2020-04-12,2.41
POL,Poland,2020-04-19,7.52
POL,Poland,2020-04-26,1.6
POL,Poland,2020-05-03,4.47
POL,Poland,2020-05-10,4.02
POL,Poland,2020-05-17,5.44
POL,Poland,2020-05-24,3.81
POL,Poland,2020-05-31,5.42
POL,Poland,2020-06-07,8.32
POL,Poland,2020-06-14,7.54
POL,Poland,2020-06-21,3.24
POL,Poland,2020-06-28,5.22
POL,Poland,2020-07-05,9.07
POL,Poland,2020-07-12,4.42
POL,Poland,2020-07-19,6.2
POL,Poland,2020-07-26,3.29
POL,Poland,2020-08-02,7.99
POL,Poland,2020-08-09,10.86
POL,Poland,2020-08-16,15.12
POL,Poland,2020-08-23,16.0
POL,Poland,2020-08-30,4.27
POL,Poland,2020-09-06,7.83
POL,Poland,2020-09-13,10.93
POL,Poland,2020-09-20,14.17
POL,Poland,2020-09-27,10.77
POL,Poland,2020-10-04,10.39
POL,Poland,2020-10-11,21.32
POL,Poland,2020-10-18,32.87
POL,Poland,2020-10-25,62.58
POL,Poland,2020-11-01,93.89
POL,Poland,2020-11-08,116.39
POL,Poland,2020-11-15,107.14
POL,Poland,2020-11-22,94.05
POL,Poland,2020-11-29,77.27
POL,Poland,2020-12-06,62.96
POL,Poland,2020-12-13,51.21
POL,Poland,2020-12-20,43.32
POL,Poland,2020-12-27,43.46
POL,Poland,2021-01-03,34.87
POL,Poland,2021-01-10,18.66
PRT,Portugal,2020-01-05,-10.18
PRT,Portugal,2020-01-12,-5.13
PRT,Portugal,2020-01-19,-3.03
PRT,Portugal,2020-01-26,-5.48
PRT,Portugal,2020-02-02,0.08
PRT,Portugal,2020-02-09,-5.93
PRT,Portugal,2020-02-16,-13.41
PRT,Portugal,2020-02-23,-5.82
PRT,Portugal,2020-03-01,-6.3
PRT,Portugal,2020-03-08,-6.69
PRT,Portugal,2020-03-15,3.76
PRT,Portugal,2020-03-22,10.29
PRT,Portugal,2020-03-29,17.75
PRT,Portugal,2020-04-05,21.45
PRT,Portugal,2020-04-12,23.77
PRT,Portugal,2020-04-19,18.88
PRT,Portugal,2020-04-26,16.2
PRT,Portugal,2020-05-03,10.05
PRT,Portugal,2020-05-10,13.09
PRT,Portugal,2020-05-17,5.05
PRT,Portugal,2020-05-24,7.93
PRT,Portugal,2020-05-31,21.72
PRT,Portugal,2020-06-07,7.59
PRT,Portugal,2020-06-14,-0.19
PRT,Portugal,2020-06-21,-2.22
PRT,Portugal,2020-06-28,14.54
PRT,Portugal,2020-07-05,13.55
PRT,Portugal,2020-07-12,20.79
PRT,Portugal,2020-07-19,44.09
PRT,Portugal,2020-07-26,31.46
PRT,Portugal,2020-08-02,16.38
PRT,Portugal,2020-08-09,7.67
PRT,Portugal,2020-08-16,5.97
PRT,Portugal,2020-08-23,4.93
PRT,Portugal,2020-08-30,15.5
PRT,Portugal,2020-09-06,11.71
PRT,Portugal,2020-09-13,24.76
PRT,Portugal,2020-09-20,16.3
PRT,Portugal,2020-09-27,1.15
PRT,Portugal,2020-10-04,11.64
PRT,Portugal,2020-10-11,15.01
PRT,Portugal,2020-10-18,13.92
PRT,Portugal,2020-10-25,11.83
PRT,Portugal,2020-11-01,24.33
PRT,Portugal,2020-11-08,25.88
PRT,Portugal,2020-11-15,31.71
PRT,Portugal,2020-11-22,27.45
PRT,Portugal,2020-11-29,21.98
PRT,Portugal,2020-12-06,27.03
PRT,Portugal,2020-12-13,32.3
PRT,Portugal,2020-12-20,21.42
PRT,Portugal,2020-12-27,9.36
PRT,Portugal,2021-01-03,21.53
PRT,Portugal,2021-01-10,33.52
PRT,Portugal,2021-01-17,57.3
SVK,Slovak Republic,2020-01-05,-3.95
SVK,Slovak Republic,2020-01-12,-4.56
SVK,Slovak Republic,2020-01-19,-9.5
SVK,Slovak Republic,2020-01-26,-4.69
SVK,Slovak Republic,2020-02-02,-5.32
SVK,Slovak Republic,2020-02-09,-7.74
SVK,Slovak Republic,2020-02-16,-0.88
SVK,Slovak Republic,2020-02-23,-8.82
SVK,Slovak Republic,2020-03-01,-3.58
SVK,Slovak Republic,2020-03-08,-1.43
SVK,Slovak Republic,2020-03-15,1.74
SVK,Slovak Republic,2020-03-22,9.84
SVK,Slovak Republic,2020-03-29,0.15
SVK,Slovak Republic,2020-04-05,6.3
SVK,Slovak Republic,2020-04-12,-4.17
SVK,Slovak Republic,2020-04-19,-4.76
SVK,Slovak Republic,2020-04-26,-3.15
SVK,Slovak Republic,2020-05-03,-1.04
SVK,Slovak Republic,2020-05-10,5.2
SVK,Slovak Republic,2020-05-17,3.69
SVK,Slovak Republic,2020-05-24,-0.79
SVK,Slovak Republic,2020-05-31,-4.47
SVK,Slovak Republic,2020-06-07,4.21
SVK,Slovak Republic,2020-06-14,0.91
SVK,Slovak Republic,2020-06-21,-5.88
SVK,Slovak Republic,2020-06-28,0.8
SVK,Slovak Republic,2020-07-05,4.65
SVK,Slovak Republic,2020-07-12,3.08
SVK,Slovak Republic,2020-07-19,-0.04
SVK,Slovak Republic,2020-07-26,-6.68
SVK,Slovak Republic,2020-08-02,0.41
SVK,Slovak Republic,2020-08-09,9.73
SVK,Slovak Republic,2020-08-16,-0.19
SVK,Slovak Republic,2020-08-23,2.05
SVK,Slovak Republic,2020-08-30,6.9
SVK,Slovak Republic,2020-09-06,1.52
SVK,Slovak Republic,2020-09-13,8.26
SVK,Slovak Republic,2020-09-20,-2.07
SVK,Slovak Republic,2020-09-27,4.52
SVK,Slovak Republic,2020-10-04,13.3
SVK,Slovak Republic,2020-10-11,6.87
SVK,Slovak Republic,2020-10-18,16.59
SVK,Slovak Republic,2020-10-25,26.84
SVK,Slovak Republic,2020-11-01,33.63
SVK,Slovak Republic,2020-11-08,39.95
SVK,Slovak Republic,2020-11-15,37.63
SVK,Slovak Republic,2020-11-22,32.69
SVK,Slovak Republic,2020-11-29,34.0
SVN,Slovenia,2020-01-05,-5.12
SVN,Slovenia,2020-01-12,-6.62
SVN,Slovenia,2020-01-19,-7.9
SVN,Slovenia,2020-01-26,-4.5
SVN,Slovenia,2020-02-02,-2.75
SVN,Slovenia,2020-02-09,-2.61
SVN,Slovenia,2020-02-16,8.01
SVN,Slovenia,2020-02-23,-3.18
SVN,Slovenia,2020-03-01,-6.44
SVN,Slovenia,2020-03-08,3.18
SVN,Slovenia,2020-03-15,-1.23
SVN,Slovenia,2020-03-22,5.64
SVN,Slovenia,2020-03-29,-8.75
SVN,Slovenia,2020-04-05,-5.08
SVN,Slovenia,2020-04-12,14.7
SVN,Slovenia,2020-04-19,8.47
SVN,Slovenia,2020-04-26,3.0
SVN,Slovenia,2020-05-03,-2.53
SVN,Slovenia,2020-05-10,5.38
SVN,Slovenia,2020-05-17,-0.51
SVN,Slovenia,2020-05-24,14.25
SVN,Slovenia,2020-05-31,-6.46
SVN,Slovenia,2020-06-07,-0.98
SVN,Slovenia,2020-06-14,10.72
SVN,Slovenia,2020-06-21,7.99
SVN,Slovenia,2020-06-28,24.85
SVN,Slovenia,2020-07-05,4.18
SVN,Slovenia,2020-07-12,-5.81
SVN,Slovenia,2020-07-19,-2.09
SVN,Slovenia,2020-07-26,-0.49
SVN,Slovenia,2020-08-02,9.6
SVN,Slovenia,2020-08-09,4.69
SVN,Slovenia,2020-08-16,10.26
SVN,Slovenia,2020-08-23,-2.0
SVN,Slovenia,2020-08-30,-6.41
SVN,Slovenia,2020-09-06,10.02
SVN,Slovenia,2020-09-13,8.88
SVN,Slovenia,2020-09-20,16.0
SVN,Slovenia,2020-09-27,0.74
SVN,Slovenia,2020-10-04,8.68
SVN,Slovenia,2020-10-11,7.91
SVN,Slovenia,2020-10-18,17.81
SVN,Slovenia,2020-10-25,32.51
SVN,Slovenia,2020-11-01,81.99
SVN,Slovenia,2020-11-08,66.13
SVN,Slovenia,2020-11-15,87.82
SVN,Slovenia,2020-11-22,93.18
SVN,Slovenia,2020-11-29,108.65
SVN,Slovenia,2020-12-06,96.91
SVN,Slovenia,2020-12-13,85.66
SVN,Slovenia,2020-12-20,64.78
SWE,Sweden,2020-01-05,-7.77
SWE,Sweden,2020-01-12,-3.15
SWE,Sweden,2020-01-19,-5.98
SWE,Sweden,2020-01-26,-10.06
SWE,Sweden,2020-02-02,-2.05
SWE,Sweden,2020-02-09,-8.58
SWE,Sweden,2020-02-16,-5.31
SWE,Sweden,2020-02-23,-10.77
SWE,Sweden,2020-03-01,-10.07
SWE,Sweden,2020-03-08,-4.65
SWE,Sweden,2020-03-15,-8.94
SWE,Sweden,2020-03-22,3.73
SWE,Sweden,2020-03-29,12.05
SWE,Sweden,2020-04-05,32.11
SWE,Sweden,2020-04-12,47.05
SWE,Sweden,2020-04-19,43.37
SWE,Sweden,2020-04-26,33.83
SWE,Sweden,2020-05-03,35.78
SWE,Sweden,2020-05-10,33.28
SWE,Sweden,2020-05-17,26.53
SWE,Sweden,2020-05-24,22.76
SWE,Sweden,2020-05-31,6.02
SWE,Sweden,2020-06-07,13.92
SWE,Sweden,2020-06-14,12.85
SWE,Sweden,2020-06-21,8.7
SWE,Sweden,2020-06-28,7.34
SWE,Sweden,2020-07-05,-0.91
SWE,Sweden,2020-07-12,0.28
SWE,Sweden,2020-07-19,-3.79
SWE,Sweden,2020-07-26,-1.38
SWE,Sweden,2020-08-02,-2.24
SWE,Sweden,2020-08-09,2.71
SWE,Sweden,2020-08-16,-0.69
SWE,Sweden,2020-08-23,2.55
SWE,Sweden,2020-08-30,-6.4
SWE,Sweden,2020-09-06,-3.47
SWE,Sweden,2020-09-13,-1.52
SWE,Sweden,2020-09-20,-3.56
SWE,Sweden,2020-09-27,-1.91
SWE,Sweden,2020-10-04,-5.68
SWE,Sweden,2020-10-11,-6.53
SWE,Sweden,2020-10-18,-0.93
SWE,Sweden,2020-10-25,-6.01
SWE,Sweden,2020-11-01,-0.26
SWE,Sweden,2020-11-08,0.6
SWE,Sweden,2020-11-15,10.55
SWE,Sweden,2020-11-22,19.45
SWE,Sweden,2020-11-29,12.73
SWE,Sweden,2020-12-06,20.27
SWE,Sweden,2020-12-13,20.79
SWE,Sweden,2020-12-20,27.68
SWE,Sweden,2020-12-27,26.5
SWE,Sweden,2021-01-03,29.12
SWE,Sweden,2021-01-10,15.22
SWE,Sweden,2021-01-17,11.9
SWE,Sweden,2021-01-24,-1.56
TWN,Taiwan,2020-01-05,4.05
TWN,Taiwan,2020-01-12,3.48
TWN,Taiwan,2020-01-19,1.12
TWN,Taiwan,2020-01-26,2.14
TWN,Taiwan,2020-02-02,5.41
TWN,Taiwan,2020-02-09,6.57
TWN,Taiwan,2020-02-16,0.73
TWN,Taiwan,2020-02-23,-1.46
TWN,Taiwan,2020-03-01,-1.24
TWN,Taiwan,2020-03-08,1.51
TWN,Taiwan,2020-03-15,-8.13
TWN,Taiwan,2020-03-22,1.34
TWN,Taiwan,2020-03-29,-3.99
TWN,Taiwan,2020-04-05,-2.31
TWN,Taiwan,2020-04-12,1.65
TWN,Taiwan,2020-04-19,9.24
TWN,Taiwan,2020-04-26,0.55
TWN,Taiwan,2020-05-03,3.79
TWN,Taiwan,2020-05-10,5.89
TWN,Taiwan,2020-05-17,0.63
TWN,Taiwan,2020-05-24,-5.07
TWN,Taiwan,2020-05-31,-2.76
TWN,Taiwan,2020-06-07,0.25
TWN,Taiwan,2020-06-14,-1.06
TWN,Taiwan,2020-06-21,-2.91
TWN,Taiwan,2020-06-28,0.07
TWN,Taiwan,2020-07-05,-1.68
TWN,Taiwan,2020-07-12,-5.85
TWN,Taiwan,2020-07-19,-0.22
TWN,Taiwan,2020-07-26,-1.3
TWN,Taiwan,2020-08-02,-3.7
TWN,Taiwan,2020-08-09,-5.13
TWN,Taiwan,2020-08-16,-2.03
TWN,Taiwan,2020-08-23,0.33
TWN,Taiwan,2020-08-30,-3.54
TWN,Taiwan,2020-09-06,-1.01
TWN,Taiwan,2020-09-13,-2.37
TWN,Taiwan,2020-09-20,-0.35
TWN,Taiwan,2020-09-27,0.77
USA,United States,2020-01-05,-0.3
USA,United States,2020-01-12,0.03
USA,United States,2020-01-19,0.26
USA,United States,2020-01-26,1.41
USA,United States,2020-02-02,1.47
USA,United States,2020-02-09,2.29
USA,United States,2020-02-16,1.92
USA,United States,2020-02-23,3.4
USA,United States,2020-03-01,4.53
USA,United States,2020-03-08,4.82
USA,United States,2020-03-15,4.85
USA,United States,2020-03-22,6.49
USA,United States,2020-03-29,14.85
USA,United States,2020-04-05,31.93
USA,United States,2020-04-12,45.34
USA,United States,2020-04-19,44.06
USA,United States,2020-04-26,40.31
USA,United States,2020-05-03,31.5
USA,United States,2020-05-10,28.79
USA,United States,2020-05-17,25.62
USA,United States,2020-05-24,20.35
USA,United States,2020-05-31,17.46
USA,United States,2020-06-07,14.8
USA,United States,2020-06-14,14.17
USA,United States,2020-06-21,14.38
USA,United States,2020-06-28,15.63
USA,United States,2020-07-05,17.8
USA,United States,2020-07-12,22.71
USA,United States,2020-07-19,26.04
USA,United States,2020-07-26,28.67
USA,United States,2020-08-02,28.56
USA,United States,2020-08-09,26.84
USA,United States,2020-08-16,27.1
USA,United States,2020-08-23,25.22
USA,United States,2020-08-30,21.31
USA,United States,2020-09-06,18.91
USA,United States,2020-09-13,17.12
USA,United States,2020-09-20,16.84
USA,United States,2020-09-27,18.0
USA,United States,2020-10-04,13.12
USA,United States,2020-10-11,15.96
USA,United States,2020-10-18,11.67
USA,United States,2020-10-25,13.98
USA,United States,2020-11-01,15.37
USA,United States,2020-11-08,21.12
USA,United States,2020-11-15,22.04
USA,United States,2020-11-22,26.16
USA,United States,2020-11-29,27.51
USA,United States,2020-12-06,31.28
USA,United States,2020-12-13,36.63
USA,United States,2020-12-20,33.11
USA,United States,2020-12-27,27.91
USA,United States,2021-01-03,19.8
